,setting,dataset,unassigned_count,wrong_assigned_count,general_terms_count,specific_terms_count,other_terms_count
38,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/strict_consistency/,Social_security.csv,0.0,0.0,0.5,0.48947368421052634,0.010526315789473684
39,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/strict_consistency/,Trade_and_industry.csv,0.0,0.0,0.6285714285714286,0.34285714285714286,0.02857142857142857
40,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/strict_consistency/,Education_expenditure_and_indicators.csv,0.07222222222222222,0.0,0.7962962962962963,0.10185185185185185,0.02962962962962963
41,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/strict_consistency/,Health_expectancy.csv,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285
42,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/strict_consistency/,Listed_monuments.csv,0.0,0.05,0.275,0.0,0.225
43,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/strict_consistency/,Livestock.csv,0.0,0.3,0.0,0.0,0.0
44,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/strict_consistency/,Milk_supply_and_dairy_production.csv,0.0,0.0,0.0,0.9545454545454546,0.045454545454545456
45,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/strict_consistency/,Mobility.csv,0.0,0.16666666666666666,0.3333333333333333,0.0,0.1111111111111111
46,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/strict_consistency/,Plant_protection_products.csv,0.0,0.25,0.0,0.25,0.5
47,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/strict_consistency/,Population_dynamics.csv,0.0,0.08888888888888889,0.5555555555555556,0.2222222222222222,0.1111111111111111
48,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/strict_consistency/,Social_security.csv,0.0,0.0,0.0,0.9473684210526315,0.05263157894736842
49,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/strict_consistency/,Trade_and_industry.csv,0.0,0.0,0.8558823529411764,0.0,0.14411764705882352
50,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/ChatGPT/soft_consistency/,Education_expenditure_and_indicators.csv,0.05660377358490566,0.01509433962264151,0.8735849056603774,0.0,0.013207547169811321
51,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/ChatGPT/soft_consistency/,Health_expectancy.csv,0.0,0.03571428571428571,0.9285714285714286,0.0,0.0
52,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/ChatGPT/soft_consistency/,Listed_monuments.csv,0.0,0.25,0.75,0.0,0.0
53,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/ChatGPT/soft_consistency/,Livestock.csv,0.0,0.0,1.0,0.0,0.0
54,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/ChatGPT/soft_consistency/,Milk_supply_and_dairy_production.csv,0.0,0.0,1.0,0.0,0.0
55,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/ChatGPT/soft_consistency/,Mobility.csv,0.0,0.0,1.0,0.0,0.0
56,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/ChatGPT/soft_consistency/,Plant_protection_products.csv,0.0,0.0,0.775,0.0,0.225
57,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/ChatGPT/soft_consistency/,Population_dynamics.csv,0.0,0.0,1.0,0.0,0.0
58,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/ChatGPT/soft_consistency/,Social_security.csv,0.0,0.0,1.0,0.0,0.0
59,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/ChatGPT/soft_consistency/,Trade_and_industry.csv,0.0,0.0,1.0,0.0,0.0
60,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleBard/soft_consistency/,Education_expenditure_and_indicators.csv,0.0,0.314,0.388,0.0,0.012
61,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleBard/soft_consistency/,Health_expectancy.csv,0.0,0.05,0.8357142857142857,0.0,0.09285714285714286
62,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleBard/soft_consistency/,Listed_monuments.csv,0.0,0.0,0.575,0.0,0.425
63,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleBard/soft_consistency/,Livestock.csv,0.0,0.0,1.0,0.0,0.0
64,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleBard/soft_consistency/,Milk_supply_and_dairy_production.csv,0.15384615384615385,0.35384615384615387,0.007692307692307693,0.0,0.14615384615384616
65,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleBard/soft_consistency/,Mobility.csv,0.0,0.011111111111111112,0.7111111111111111,0.0,0.17777777777777778
66,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleBard/soft_consistency/,Plant_protection_products.csv,0.0,0.0,0.375,0.0,0.625
67,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleBard/soft_consistency/,Population_dynamics.csv,0.1,0.06,0.75,0.0,0.05
68,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleBard/soft_consistency/,Social_security.csv,0.0,0.4263157894736842,0.0,0.0,0.05263157894736842
69,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleBard/soft_consistency/,Trade_and_industry.csv,0.07142857142857142,0.0,0.5057142857142857,0.0,0.4228571428571429
70,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleGemini/soft_consistency/,Education_expenditure_and_indicators.csv,0.021568627450980392,0.0,0.9568627450980393,0.0,0.021568627450980392
71,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleGemini/soft_consistency/,Health_expectancy.csv,0.0,0.07142857142857142,0.8571428571428571,0.0,0.07142857142857142
72,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleGemini/soft_consistency/,Listed_monuments.csv,0.0,0.0,0.75,0.0,0.25
73,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleGemini/soft_consistency/,Livestock.csv,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
74,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleGemini/soft_consistency/,Milk_supply_and_dairy_production.csv,0.0,0.06363636363636363,0.2727272727272727,0.0,0.09090909090909091
75,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleGemini/soft_consistency/,Mobility.csv,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111
76,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleGemini/soft_consistency/,Plant_protection_products.csv,0.0,0.0,0.25,0.0,0.75
77,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleGemini/soft_consistency/,Population_dynamics.csv,0.0,0.0,1.0,0.0,0.0
78,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleGemini/soft_consistency/,Social_security.csv,0.0,0.0,0.9473684210526315,0.0,0.05263157894736842
79,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/no-context/GoogleGemini/soft_consistency/,Trade_and_industry.csv,0.0,0.0,0.6294117647058823,0.0,0.37058823529411766
80,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/soft_consistency/,Education_expenditure_and_indicators.csv,0.053061224489795916,0.0020408163265306124,0.9224489795918367,0.0,0.004081632653061225
81,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/soft_consistency/,Health_expectancy.csv,0.0,0.0,0.9357142857142857,0.0,0.06428571428571428
82,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/soft_consistency/,Listed_monuments.csv,0.0,0.25,0.75,0.0,0.0
83,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/soft_consistency/,Livestock.csv,0.0,0.0,1.0,0.0,0.0
84,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/soft_consistency/,Milk_supply_and_dairy_production.csv,0.0,0.0,0.9454545454545454,0.0,0.05454545454545454
85,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/soft_consistency/,Mobility.csv,0.0,0.011111111111111112,0.7555555555555555,0.0,0.13333333333333333
86,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/soft_consistency/,Plant_protection_products.csv,0.0,0.0,0.975,0.0,0.025
87,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/soft_consistency/,Population_dynamics.csv,0.0,0.0,1.0,0.0,0.0
88,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/soft_consistency/,Social_security.csv,0.0,0.0,0.9894736842105263,0.0,0.010526315789473684
89,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/ChatGPT/soft_consistency/,Trade_and_industry.csv,0.0,0.0,0.9714285714285714,0.0,0.02857142857142857
90,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/soft_consistency/,Education_expenditure_and_indicators.csv,0.07222222222222222,0.0,0.8981481481481481,0.0,0.02962962962962963
91,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/soft_consistency/,Health_expectancy.csv,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285
92,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/soft_consistency/,Listed_monuments.csv,0.0,0.05,0.275,0.0,0.225
93,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/soft_consistency/,Livestock.csv,0.0,0.3,0.0,0.0,0.0
94,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/soft_consistency/,Milk_supply_and_dairy_production.csv,0.0,0.0,0.9545454545454546,0.0,0.045454545454545456
95,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/soft_consistency/,Mobility.csv,0.0,0.16666666666666666,0.3333333333333333,0.0,0.1111111111111111
96,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/soft_consistency/,Plant_protection_products.csv,0.0,0.25,0.25,0.0,0.5
97,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/soft_consistency/,Population_dynamics.csv,0.0,0.08888888888888889,0.7777777777777778,0.0,0.1111111111111111
98,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/soft_consistency/,Social_security.csv,0.0,0.0,0.9473684210526315,0.0,0.05263157894736842
99,/Users/brain/Documents/GitHub/LLMs-topic-classification/results/mapped_csv/context/GoogleGemini/soft_consistency/,Trade_and_industry.csv,0.0,0.0,0.8558823529411764,0.0,0.14411764705882352
